id_orders,id_store,id_suppliers
83074,ST117,14
83075,ST018,15
83076,ST118,16
83077,ST019,17
83078,ST119,18
83079,ST020,19
83080,ST120,20
83081,ST001,1
83082,ST101,2
83083,ST002,3
83084,ST102,4
83085,ST003,5
83086,ST103,6
83087,ST004,7
83088,ST104,8
83089,ST005,9
83090,ST105,10
83091,ST006,11
83092,ST106,12
83093,ST007,13
83094,ST107,14
83095,ST008,15
83096,ST108,16
83097,ST009,17
83098,ST109,18
83099,ST010,19
83100,ST110,20
83101,ST011,1
83102,ST111,2
83103,ST012,3
83104,ST112,4
83105,ST013,5
83106,ST113,6
83107,ST014,7
83108,ST114,8
83109,ST015,9
83110,ST115,10
83111,ST016,11
83112,ST116,12
83113,ST017,13
83114,ST117,14
83115,ST018,15
83116,ST118,16
83117,ST019,17
83118,ST119,18
83119,ST020,19
83120,ST120,20
83121,ST001,1
83122,ST101,2
83123,ST002,3
83124,ST102,4
83125,ST003,5
83126,ST103,6
83127,ST004,7
83128,ST104,8
83129,ST005,9
83130,ST105,10
83131,ST006,11
83132,ST106,12
83133,ST007,13
83134,ST107,14
83135,ST008,15
83136,ST108,16
83137,ST009,17
83138,ST109,18
83139,ST010,19
83140,ST110,20
83141,ST011,1
83142,ST111,2
83143,ST012,3
83144,ST112,4
83145,ST013,5
83146,ST113,6
83147,ST014,7
83148,ST114,8
83149,ST015,9
83150,ST115,10
83151,ST016,11
83152,ST116,12
83153,ST017,13
83154,ST117,14
83155,ST018,15
83156,ST118,16
83157,ST019,17
83158,ST119,18
83159,ST020,19
83160,ST120,20
83161,ST001,1
83162,ST101,2
83163,ST002,3
83164,ST102,4
83165,ST003,5
83166,ST103,6
83167,ST004,7
83168,ST104,8
83169,ST005,9
83170,ST105,10
83171,ST006,11
83172,ST106,12
83173,ST007,13
83174,ST107,14
83175,ST008,15
83176,ST108,16
83177,ST009,17
83178,ST109,18
83179,ST010,19
83180,ST110,20
83181,ST011,1
83182,ST111,2
83183,ST012,3
83184,ST112,4
83185,ST013,5
83186,ST113,6
83187,ST014,7
83188,ST114,8
83189,ST015,9
83190,ST115,10
83191,ST016,11
83192,ST116,12
83193,ST017,13
83194,ST117,14
83195,ST018,15
83196,ST118,16
83197,ST019,17
83198,ST119,18
83199,ST020,19
83200,ST120,20
83201,ST001,1
83202,ST101,2
83203,ST002,3
83204,ST102,4
83205,ST003,5
83206,ST103,6
83207,ST004,7
83208,ST104,8
83209,ST005,9
83210,ST105,10
83211,ST006,11
83212,ST106,12
83213,ST007,13
83214,ST107,14
83215,ST008,15
83216,ST108,16
83217,ST009,17
83218,ST109,18
83219,ST010,19
83220,ST110,20
83221,ST011,1
83222,ST111,2
83223,ST012,3
83224,ST112,4
83225,ST013,5
83226,ST113,6
83227,ST014,7
83228,ST114,8
83229,ST015,9
83230,ST115,10
83231,ST016,11
83232,ST116,12
83233,ST017,13
83234,ST117,14
83235,ST018,15
83236,ST118,16
83237,ST019,17
83238,ST119,18
83239,ST020,19
83240,ST120,20
83241,ST001,1
83242,ST101,2
83243,ST002,3
83244,ST102,4
83245,ST003,5
83246,ST103,6
83247,ST004,7
83248,ST104,8
83249,ST005,9
83250,ST105,10
83251,ST006,11
83252,ST106,12
83253,ST007,13
83254,ST107,14
83255,ST008,15
83256,ST108,16
83257,ST009,17
83258,ST109,18
83259,ST010,19
83260,ST110,20
83261,ST011,1
83262,ST111,2
83263,ST012,3
83264,ST112,4
83265,ST013,5
83266,ST113,6
83267,ST014,7
83268,ST114,8
83269,ST015,9
83270,ST115,10
83271,ST016,11
83272,ST116,12
83273,ST017,13
83274,ST117,14
83275,ST018,15
83276,ST118,16
83277,ST019,17
83278,ST119,18
83279,ST020,19
83280,ST120,20
83281,ST001,1
83282,ST101,2
83283,ST002,3
83284,ST102,4
83285,ST003,5
83286,ST103,6
83287,ST004,7
83288,ST104,8
83289,ST005,9
83290,ST105,10
83291,ST006,11
83292,ST106,12
83293,ST007,13
83294,ST107,14
83295,ST008,15
83296,ST108,16
83297,ST009,17
83298,ST109,18
83299,ST010,19
83300,ST110,20
83301,ST011,1
83302,ST111,2
83303,ST012,3
83304,ST112,4
83305,ST013,5
83306,ST113,6
83307,ST014,7
83308,ST114,8
83309,ST015,9
83310,ST115,10
83311,ST016,11
83312,ST116,12
83313,ST017,13
83314,ST117,14
83315,ST018,15
83316,ST118,16
83317,ST019,17
83318,ST119,18
83319,ST020,19
83320,ST120,20
83321,ST001,1
83322,ST101,2
83323,ST002,3
83324,ST102,4
83325,ST003,5
83326,ST103,6
83327,ST004,7
83328,ST104,8
83329,ST005,9
83330,ST105,10
83331,ST006,11
83332,ST106,12
83333,ST007,13
83334,ST107,14
83335,ST008,15
83336,ST108,16
83337,ST009,17
83338,ST109,18
83339,ST010,19
83340,ST110,20
83341,ST011,1
83342,ST111,2
83343,ST012,3
83344,ST112,4
83345,ST013,5
83346,ST113,6
83347,ST014,7
83348,ST114,8
83349,ST015,9
83350,ST115,10
83351,ST016,11
83352,ST116,12
83353,ST017,13
83354,ST117,14
83355,ST018,15
83356,ST118,16
83357,ST019,17
83358,ST119,18
83359,ST020,19
83360,ST120,20
83361,ST001,1
83362,ST101,2
83363,ST002,3
83364,ST102,4
83365,ST003,5
83366,ST103,6
83367,ST004,7
83368,ST104,8
83369,ST005,9
83370,ST105,10
83371,ST006,11
83372,ST106,12
83373,ST007,13
83374,ST107,14
83375,ST008,15
83376,ST108,16
83377,ST009,17
83378,ST109,18
83379,ST010,19
83380,ST110,20
83381,ST011,1
83382,ST111,2
83383,ST012,3
83384,ST112,4
83385,ST013,5
83386,ST113,6
83387,ST014,7
83388,ST114,8
83389,ST015,9
83390,ST115,10
83391,ST016,11
83392,ST116,12
83393,ST017,13
83394,ST117,14
83395,ST018,15
83396,ST118,16
83397,ST019,17
83398,ST119,18
83399,ST020,19
83400,ST120,20
83401,ST001,1
83402,ST101,2
83403,ST002,3
83404,ST102,4
83405,ST003,5
83406,ST103,6
83407,ST004,7
83408,ST104,8
83409,ST005,9
83410,ST105,10
83411,ST006,11
83412,ST106,12
83413,ST007,13
83414,ST107,14
83415,ST008,15
83416,ST108,16
83417,ST009,17
83418,ST109,18
83419,ST010,19
83420,ST110,20
83421,ST011,1
83422,ST111,2
83423,ST012,3
83424,ST112,4
83425,ST013,5
83426,ST113,6
83427,ST014,7
83428,ST114,8
83429,ST015,9
83430,ST115,10
83431,ST016,11
83432,ST116,12
83433,ST017,13
83434,ST117,14
83435,ST018,15
83436,ST118,16
83437,ST019,17
83438,ST119,18
83439,ST020,19
83440,ST120,20
83441,ST001,1
83442,ST101,2
83443,ST002,3
83444,ST102,4
83445,ST003,5
83446,ST103,6
83447,ST004,7
83448,ST104,8
83449,ST005,9
83450,ST105,10
83451,ST006,11
83452,ST106,12
83453,ST007,13
83454,ST107,14
83455,ST008,15
83456,ST108,16
83457,ST009,17
83458,ST109,18
83459,ST010,19
83460,ST110,20
83461,ST011,1
83462,ST111,2
83463,ST012,3
83464,ST112,4
83465,ST013,5
83466,ST113,6
83467,ST014,7
83468,ST114,8
83469,ST015,9
83470,ST115,10
83471,ST016,11
83472,ST116,12
83473,ST017,13
83474,ST117,14
83475,ST018,15
83476,ST118,16
83477,ST019,17
83478,ST119,18
83479,ST020,19
83480,ST120,20
83481,ST001,1
83482,ST101,2
83483,ST002,3
83484,ST102,4
83485,ST003,5
83486,ST103,6
83487,ST004,7
83488,ST104,8
83489,ST005,9
83490,ST105,10
83491,ST006,11
83492,ST106,12
83493,ST007,13
83494,ST107,14
83495,ST008,15
83496,ST108,16
83497,ST009,17
83498,ST109,18
83499,ST010,19
83500,ST110,20
83501,ST011,1
83502,ST111,2
83503,ST012,3
83504,ST112,4
83505,ST013,5
83506,ST113,6
83507,ST014,7
83508,ST114,8
83509,ST015,9
83510,ST115,10
83511,ST016,11
83512,ST116,12
83513,ST017,13
83514,ST117,14
83515,ST018,15
83516,ST118,16
83517,ST019,17
83518,ST119,18
83519,ST020,19
83520,ST120,20
83521,ST001,1
83522,ST101,2
83523,ST002,3
83524,ST102,4
83525,ST003,5
83526,ST103,6
83527,ST004,7
83528,ST104,8
83529,ST005,9
83530,ST105,10
83531,ST006,11
83532,ST106,12
83533,ST007,13
83534,ST107,14
83535,ST008,15
83536,ST108,16
83537,ST009,17
83538,ST109,18
83539,ST010,19
83540,ST110,20
83541,ST011,1
83542,ST111,2
83543,ST012,3
83544,ST112,4
83545,ST013,5
83546,ST113,6
83547,ST014,7
83548,ST114,8
83549,ST015,9
83550,ST115,10
83551,ST016,11
83552,ST116,12
83553,ST017,13
83554,ST117,14
83555,ST018,15
83556,ST118,16
83557,ST019,17
83558,ST119,18
83559,ST020,19
83560,ST120,20
83561,ST001,1
83562,ST101,2
83563,ST002,3
83564,ST102,4
83565,ST003,5
83566,ST103,6
83567,ST004,7
83568,ST104,8
83569,ST005,9
83570,ST105,10
83571,ST006,11
83572,ST106,12
83573,ST007,13
83574,ST107,14
83575,ST008,15
83576,ST108,16
83577,ST009,17
83578,ST109,18
83579,ST010,19
83580,ST110,20
83581,ST011,1
83582,ST111,2
83583,ST012,3
83584,ST112,4
83585,ST013,5
83586,ST113,6
83587,ST014,7
83588,ST114,8
83589,ST015,9
83590,ST115,10
83591,ST016,11
83592,ST116,12
83593,ST017,13
83594,ST117,14
83595,ST018,15
83596,ST118,16
83597,ST019,17
83598,ST119,18
83599,ST020,19
83600,ST120,20
83601,ST001,1
83602,ST101,2
83603,ST002,3
83604,ST102,4
83605,ST003,5
83606,ST103,6
83607,ST004,7
83608,ST104,8
83609,ST005,9
83610,ST105,10
83611,ST006,11
83612,ST106,12
83613,ST007,13
83614,ST107,14
83615,ST008,15
83616,ST108,16
83617,ST009,17
83618,ST109,18
83619,ST010,19
83620,ST110,20
83621,ST011,1
83622,ST111,2
83623,ST012,3
83624,ST112,4
83625,ST013,5
83626,ST113,6
83627,ST014,7
83628,ST114,8
83629,ST015,9
83630,ST115,10
83631,ST016,11
83632,ST116,12
83633,ST017,13
83634,ST117,14
83635,ST018,15
83636,ST118,16
83637,ST019,17
83638,ST119,18
83639,ST020,19
83640,ST120,20
83641,ST001,1
83642,ST101,2
83643,ST002,3
83644,ST102,4
83645,ST003,5
83646,ST103,6
83647,ST004,7
83648,ST104,8
83649,ST005,9
83650,ST105,10
83651,ST006,11
83652,ST106,12
83653,ST007,13
83654,ST107,14
83655,ST008,15
83656,ST108,16
83657,ST009,17
83658,ST109,18
83659,ST010,19
83660,ST110,20
83661,ST011,1
83662,ST111,2
83663,ST012,3
83664,ST112,4
83665,ST013,5
83666,ST113,6
83667,ST014,7
83668,ST114,8
83669,ST015,9
83670,ST115,10
83671,ST016,11
83672,ST116,12
83673,ST017,13
83674,ST117,14
83675,ST018,15
83676,ST118,16
83677,ST019,17
83678,ST119,18
83679,ST020,19
83680,ST120,20
83681,ST001,1
83682,ST101,2
83683,ST002,3
83684,ST102,4
83685,ST003,5
83686,ST103,6
83687,ST004,7
83688,ST104,8
83689,ST005,9
83690,ST105,10
83691,ST006,11
83692,ST106,12
83693,ST007,13
83694,ST107,14
83695,ST008,15
83696,ST108,16
83697,ST009,17
83698,ST109,18
83699,ST010,19
83700,ST110,20
83701,ST011,1
83702,ST111,2
83703,ST012,3
83704,ST112,4
83705,ST013,5
83706,ST113,6
83707,ST014,7
83708,ST114,8
83709,ST015,9
83710,ST115,10
83711,ST016,11
83712,ST116,12
83713,ST017,13
83714,ST117,14
83715,ST018,15
83716,ST118,16
83717,ST019,17
83718,ST119,18
83719,ST020,19
83720,ST120,20
83721,ST001,1
83722,ST101,2
83723,ST002,3
83724,ST102,4
83725,ST003,5
83726,ST103,6
83727,ST004,7
83728,ST104,8
83729,ST005,9
83730,ST105,10
83731,ST006,11
83732,ST106,12
83733,ST007,13
83734,ST107,14
83735,ST008,15
83736,ST108,16
83737,ST009,17
83738,ST109,18
83739,ST010,19
83740,ST110,20
83741,ST011,1
83742,ST111,2
83743,ST012,3
83744,ST112,4
83745,ST013,5
83746,ST113,6
83747,ST014,7
83748,ST114,8
83749,ST015,9
83750,ST115,10
83751,ST016,11
83752,ST116,12
83753,ST017,13
83754,ST117,14
83755,ST018,15
83756,ST118,16
83757,ST019,17
83758,ST119,18
83759,ST020,19
83760,ST120,20
83761,ST001,1
83762,ST101,2
83763,ST002,3
83764,ST102,4
83765,ST003,5
83766,ST103,6
83767,ST004,7
83768,ST104,8
83769,ST005,9
83770,ST105,10
83771,ST006,11
83772,ST106,12
83773,ST007,13
83774,ST107,14
83775,ST008,15
83776,ST108,16
83777,ST009,17
83778,ST109,18
83779,ST010,19
83780,ST110,20
83781,ST011,1
83782,ST111,2
83783,ST012,3
83784,ST112,4
83785,ST013,5
83786,ST113,6
83787,ST014,7
83788,ST114,8
83789,ST015,9
83790,ST115,10
83791,ST016,11
83792,ST116,12
83793,ST017,13
83794,ST117,14
83795,ST018,15
83796,ST118,16
83797,ST019,17
83798,ST119,18
83799,ST020,19
83800,ST120,20
83801,ST001,1
83802,ST101,2
83803,ST002,3
83804,ST102,4
83805,ST003,5
83806,ST103,6
83807,ST004,7
83808,ST104,8
83809,ST005,9
83810,ST105,10
83811,ST006,11
83812,ST106,12
83813,ST007,13
83814,ST107,14
83815,ST008,15
83816,ST108,16
83817,ST009,17
83818,ST109,18
83819,ST010,19
83820,ST110,20
83821,ST011,1
83822,ST111,2
83823,ST012,3
83824,ST112,4
83825,ST013,5
83826,ST113,6
83827,ST014,7
83828,ST114,8
83829,ST015,9
83830,ST115,10
83831,ST016,11
83832,ST116,12
83833,ST017,13
83834,ST117,14
83835,ST018,15
83836,ST118,16
83837,ST019,17
83838,ST119,18
83839,ST020,19
83840,ST120,20
83841,ST001,1
83842,ST101,2
83843,ST002,3
83844,ST102,4
83845,ST003,5
83846,ST103,6
83847,ST004,7
83848,ST104,8
83849,ST005,9
83850,ST105,10
83851,ST006,11
83852,ST106,12
83853,ST007,13
83854,ST107,14
83855,ST008,15
83856,ST108,16
83857,ST009,17
83858,ST109,18
83859,ST010,19
83860,ST110,20
83861,ST011,1
83862,ST111,2
83863,ST012,3
83864,ST112,4
83865,ST013,5
83866,ST113,6
83867,ST014,7
83868,ST114,8
83869,ST015,9
83870,ST115,10
83871,ST016,11
83872,ST116,12
83873,ST017,13
83874,ST117,14
83875,ST018,15
83876,ST118,16
83877,ST019,17
83878,ST119,18
83879,ST020,19
83880,ST120,20
83881,ST001,1
83882,ST101,2
83883,ST002,3
83884,ST102,4
83885,ST003,5
83886,ST103,6
83887,ST004,7
83888,ST104,8
83889,ST005,9
83890,ST105,10
83891,ST006,11
83892,ST106,12
83893,ST007,13
83894,ST107,14
83895,ST008,15
83896,ST108,16
83897,ST009,17
83898,ST109,18
83899,ST010,19
83900,ST110,20
83901,ST011,1
83902,ST111,2
83903,ST012,3
83904,ST112,4
83905,ST013,5
83906,ST113,6
83907,ST014,7
83908,ST114,8
83909,ST015,9
83910,ST115,10
83911,ST016,11
83912,ST116,12
83913,ST017,13
83914,ST117,14
83915,ST018,15
83916,ST118,16
83917,ST019,17
83918,ST119,18
83919,ST020,19
83920,ST120,20
83921,ST001,1
83922,ST101,2
83923,ST002,3
83924,ST102,4
83925,ST003,5
83926,ST103,6
83927,ST004,7
83928,ST104,8
83929,ST005,9
83930,ST105,10
83931,ST006,11
83932,ST106,12
83933,ST007,13
83934,ST107,14
83935,ST008,15
83936,ST108,16
83937,ST009,17
83938,ST109,18
83939,ST010,19
83940,ST110,20
83941,ST011,1
83942,ST111,2
83943,ST012,3
83944,ST112,4
83945,ST013,5
83946,ST113,6
83947,ST014,7
83948,ST114,8
83949,ST015,9
83950,ST115,10
83951,ST016,11
83952,ST116,12
83953,ST017,13
83954,ST117,14
83955,ST018,15
83956,ST118,16
83957,ST019,17
83958,ST119,18
83959,ST020,19
83960,ST120,20
83961,ST001,1
83962,ST101,2
83963,ST002,3
83964,ST102,4
83965,ST003,5
83966,ST103,6
83967,ST004,7
83968,ST104,8
83969,ST005,9
83970,ST105,10
83971,ST006,11
83972,ST106,12
83973,ST007,13
83974,ST107,14
83975,ST008,15
83976,ST108,16
83977,ST009,17
83978,ST109,18
83979,ST010,19
83980,ST110,20
83981,ST011,1
83982,ST111,2
83983,ST012,3
83984,ST112,4
83985,ST013,5
83986,ST113,6
83987,ST014,7
83988,ST114,8
83989,ST015,9
83990,ST115,10
83991,ST016,11
83992,ST116,12
83993,ST017,13
83994,ST117,14
83995,ST018,15
83996,ST118,16
83997,ST019,17
83998,ST119,18
83999,ST020,19
84000,ST120,20
84001,ST001,1
84002,ST101,2
84003,ST002,3
84004,ST102,4
84005,ST003,5
84006,ST103,6
84007,ST004,7
84008,ST104,8
84009,ST005,9
84010,ST105,10
84011,ST006,11
84012,ST106,12
84013,ST007,13
84014,ST107,14
84015,ST008,15
84016,ST108,16
84017,ST009,17
84018,ST109,18
84019,ST010,19
84020,ST110,20
84021,ST011,1
84022,ST111,2
84023,ST012,3
84024,ST112,4
84025,ST013,5
84026,ST113,6
84027,ST014,7
84028,ST114,8
84029,ST015,9
84030,ST115,10
84031,ST016,11
84032,ST116,12
84033,ST017,13
84034,ST117,14
84035,ST018,15
84036,ST118,16
84037,ST019,17
84038,ST119,18
84039,ST020,19
84040,ST120,20
84041,ST001,1
84042,ST101,2
84043,ST002,3
84044,ST102,4
84045,ST003,5
84046,ST103,6
84047,ST004,7
84048,ST104,8
84049,ST005,9
84050,ST105,10
84051,ST006,11
84052,ST106,12
84053,ST007,13
84054,ST107,14
84055,ST008,15
84056,ST108,16
84057,ST009,17
84058,ST109,18
84059,ST010,19
84060,ST110,20
84061,ST011,1
84062,ST111,2
84063,ST012,3
84064,ST112,4
84065,ST013,5
84066,ST113,6
84067,ST014,7
84068,ST114,8
84069,ST015,9
84070,ST115,10
84071,ST016,11
84072,ST116,12
84073,ST017,13
84074,ST117,14
84075,ST018,15
84076,ST118,16
84077,ST019,17
84078,ST119,18
84079,ST020,19
84080,ST120,20
84081,ST001,1
84082,ST101,2
84083,ST002,3
84084,ST102,4
84085,ST003,5
84086,ST103,6
84087,ST004,7
84088,ST104,8
84089,ST005,9
84090,ST105,10
84091,ST006,11
84092,ST106,12
84093,ST007,13
84094,ST107,14
84095,ST008,15
84096,ST108,16
84097,ST009,17
84098,ST109,18
84099,ST010,19
84100,ST110,20
84101,ST011,1
84102,ST111,2
84103,ST012,3
84104,ST112,4
84105,ST013,5
84106,ST113,6
84107,ST014,7
84108,ST114,8
84109,ST015,9
84110,ST115,10
84111,ST016,11
84112,ST116,12
84113,ST017,13
84114,ST117,14
84115,ST018,15
84116,ST118,16
84117,ST019,17
84118,ST119,18
84119,ST020,19
84120,ST120,20
84121,ST001,1
84122,ST101,2
84123,ST002,3
84124,ST102,4
84125,ST003,5
84126,ST103,6
84127,ST004,7
84128,ST104,8
84129,ST005,9
84130,ST105,10
84131,ST006,11
84132,ST106,12
84133,ST007,13
84134,ST107,14
84135,ST008,15
84136,ST108,16
84137,ST009,17
84138,ST109,18
84139,ST010,19
84140,ST110,20
84141,ST011,1
84142,ST111,2
84143,ST012,3
84144,ST112,4
84145,ST013,5
84146,ST113,6
84147,ST014,7
84148,ST114,8
84149,ST015,9
84150,ST115,10
84151,ST016,11
84152,ST116,12
84153,ST017,13
84154,ST117,14
84155,ST018,15
84156,ST118,16
84157,ST019,17
84158,ST119,18
84159,ST020,19
84160,ST120,20
84161,ST001,1
84162,ST101,2
84163,ST002,3
84164,ST102,4
84165,ST003,5
84166,ST103,6
84167,ST004,7
84168,ST104,8
84169,ST005,9
84170,ST105,10
84171,ST006,11
84172,ST106,12
84173,ST007,13
84174,ST107,14
84175,ST008,15
84176,ST108,16
84177,ST009,17
84178,ST109,18
84179,ST010,19
84180,ST110,20
84181,ST011,1
84182,ST111,2
84183,ST012,3
84184,ST112,4
84185,ST013,5
84186,ST113,6
84187,ST014,7
84188,ST114,8
84189,ST015,9
84190,ST115,10
84191,ST016,11
84192,ST116,12
84193,ST017,13
84194,ST117,14
84195,ST018,15
84196,ST118,16
84197,ST019,17
84198,ST119,18
84199,ST020,19
84200,ST120,20
84201,ST001,1
84202,ST101,2
84203,ST002,3
84204,ST102,4
84205,ST003,5
84206,ST103,6
84207,ST004,7
84208,ST104,8
84209,ST005,9
84210,ST105,10
84211,ST006,11
84212,ST106,12
84213,ST007,13
84214,ST107,14
84215,ST008,15
84216,ST108,16
84217,ST009,17
84218,ST109,18
84219,ST010,19
84220,ST110,20
84221,ST011,1
84222,ST111,2
84223,ST012,3
84224,ST112,4
84225,ST013,5
84226,ST113,6
84227,ST014,7
84228,ST114,8
84229,ST015,9
84230,ST115,10
84231,ST016,11
84232,ST116,12
84233,ST017,13
84234,ST117,14
84235,ST018,15
84236,ST118,16
84237,ST019,17
84238,ST119,18
84239,ST020,19
84240,ST120,20
84241,ST001,1
84242,ST101,2
84243,ST002,3
84244,ST102,4
84245,ST003,5
84246,ST103,6
84247,ST004,7
84248,ST104,8
84249,ST005,9
84250,ST105,10
84251,ST006,11
84252,ST106,12
84253,ST007,13
84254,ST107,14
84255,ST008,15
84256,ST108,16
84257,ST009,17
84258,ST109,18
84259,ST010,19
84260,ST110,20
84261,ST011,1
84262,ST111,2
84263,ST012,3
84264,ST112,4
84265,ST013,5
84266,ST113,6
84267,ST014,7
84268,ST114,8
84269,ST015,9
84270,ST115,10
84271,ST016,11
84272,ST116,12
84273,ST017,13
84274,ST117,14
84275,ST018,15
84276,ST118,16
84277,ST019,17
84278,ST119,18
84279,ST020,19
84280,ST120,20
84281,ST001,1
84282,ST101,2
84283,ST002,3
84284,ST102,4
84285,ST003,5
84286,ST103,6
84287,ST004,7
84288,ST104,8
84289,ST005,9
84290,ST105,10
84291,ST006,11
84292,ST106,12
84293,ST007,13
84294,ST107,14
84295,ST008,15
84296,ST108,16
84297,ST009,17
84298,ST109,18
84299,ST010,19
84300,ST110,20
84301,ST011,1
84302,ST111,2
84303,ST012,3
84304,ST112,4
84305,ST013,5
84306,ST113,6
84307,ST014,7
84308,ST114,8
84309,ST015,9
84310,ST115,10
84311,ST016,11
84312,ST116,12
84313,ST017,13
84314,ST117,14
84315,ST018,15
84316,ST118,16
84317,ST019,17
84318,ST119,18
84319,ST020,19
84320,ST120,20
84321,ST001,1
84322,ST101,2
84323,ST002,3
84324,ST102,4
84325,ST003,5
84326,ST103,6
84327,ST004,7
84328,ST104,8
84329,ST005,9
84330,ST105,10
84331,ST006,11
84332,ST106,12
84333,ST007,13
84334,ST107,14
84335,ST008,15
84336,ST108,16
84337,ST009,17
84338,ST109,18
84339,ST010,19
84340,ST110,20
84341,ST011,1
84342,ST111,2
84343,ST012,3
84344,ST112,4
84345,ST013,5
84346,ST113,6
84347,ST014,7
84348,ST114,8
84349,ST015,9
84350,ST115,10
84351,ST016,11
84352,ST116,12
84353,ST017,13
84354,ST117,14
84355,ST018,15
84356,ST118,16
84357,ST019,17
84358,ST119,18
84359,ST020,19
84360,ST120,20
84361,ST001,1
84362,ST101,2
84363,ST002,3
84364,ST102,4
84365,ST003,5
84366,ST103,6
84367,ST004,7
84368,ST104,8
84369,ST005,9
84370,ST105,10
84371,ST006,11
84372,ST106,12
84373,ST007,13
84374,ST107,14
84375,ST008,15
84376,ST108,16
84377,ST009,17
84378,ST109,18
84379,ST010,19
84380,ST110,20
84381,ST011,1
84382,ST111,2
84383,ST012,3
84384,ST112,4
84385,ST013,5
84386,ST113,6
84387,ST014,7
84388,ST114,8
84389,ST015,9
84390,ST115,10
84391,ST016,11
84392,ST116,12
84393,ST017,13
84394,ST117,14
84395,ST018,15
84396,ST118,16
84397,ST019,17
84398,ST119,18
84399,ST020,19
84400,ST120,20
84401,ST001,1
84402,ST101,2
84403,ST002,3
84404,ST102,4
84405,ST003,5
84406,ST103,6
84407,ST004,7
84408,ST104,8
84409,ST005,9
84410,ST105,10
84411,ST006,11
84412,ST106,12
84413,ST007,13
84414,ST107,14
84415,ST008,15
84416,ST108,16
84417,ST009,17
84418,ST109,18
84419,ST010,19
84420,ST110,20
84421,ST011,1
84422,ST111,2
84423,ST012,3
84424,ST112,4
84425,ST013,5
84426,ST113,6
84427,ST014,7
84428,ST114,8
84429,ST015,9
84430,ST115,10
84431,ST016,11
84432,ST116,12
84433,ST017,13
84434,ST117,14
84435,ST018,15
84436,ST118,16
84437,ST019,17
84438,ST119,18
84439,ST020,19
84440,ST120,20
84441,ST001,1
84442,ST101,2
84443,ST002,3
84444,ST102,4
84445,ST003,5
84446,ST103,6
84447,ST004,7
84448,ST104,8
84449,ST005,9
84450,ST105,10
84451,ST006,11
84452,ST106,12
84453,ST007,13
84454,ST107,14
84455,ST008,15
84456,ST108,16
84457,ST009,17
84458,ST109,18
84459,ST010,19
84460,ST110,20
84461,ST011,1
84462,ST111,2
84463,ST012,3
84464,ST112,4
84465,ST013,5
84466,ST113,6
84467,ST014,7
84468,ST114,8
84469,ST015,9
84470,ST115,10
84471,ST016,11
84472,ST116,12
84473,ST017,13
84474,ST117,14
84475,ST018,15
84476,ST118,16
84477,ST019,17
84478,ST119,18
84479,ST020,19
84480,ST120,20
84481,ST001,1
84482,ST101,2
84483,ST002,3
84484,ST102,4
84485,ST003,5
84486,ST103,6
84487,ST004,7
84488,ST104,8
84489,ST005,9
84490,ST105,10
84491,ST006,11
84492,ST106,12
84493,ST007,13
84494,ST107,14
84495,ST008,15
84496,ST108,16
84497,ST009,17
84498,ST109,18
84499,ST010,19
84500,ST110,20
84501,ST011,1
84502,ST111,2
84503,ST012,3
84504,ST112,4
84505,ST013,5
84506,ST113,6
84507,ST014,7
84508,ST114,8
84509,ST015,9
84510,ST115,10
84511,ST016,11
84512,ST116,12
84513,ST017,13
84514,ST117,14
84515,ST018,15
84516,ST118,16
84517,ST019,17
84518,ST119,18
84519,ST020,19
84520,ST120,20
84521,ST001,1
84522,ST101,2
84523,ST002,3
84524,ST102,4
84525,ST003,5
84526,ST103,6
84527,ST004,7
84528,ST104,8
84529,ST005,9
84530,ST105,10
84531,ST006,11
84532,ST106,12
84533,ST007,13
84534,ST107,14
84535,ST008,15
84536,ST108,16
84537,ST009,17
84538,ST109,18
84539,ST010,19
84540,ST110,20
84541,ST011,1
84542,ST111,2
84543,ST012,3
84544,ST112,4
84545,ST013,5
84546,ST113,6
84547,ST014,7
84548,ST114,8
84549,ST015,9
84550,ST115,10
84551,ST016,11
84552,ST116,12
84553,ST017,13
84554,ST117,14
84555,ST018,15
84556,ST118,16
84557,ST019,17
84558,ST119,18
84559,ST020,19
84560,ST120,20
84561,ST001,1
84562,ST101,2
84563,ST002,3
84564,ST102,4
84565,ST003,5
84566,ST103,6
84567,ST004,7
84568,ST104,8
84569,ST005,9
84570,ST105,10
84571,ST006,11
84572,ST106,12
84573,ST007,13
84574,ST107,14
84575,ST008,15
84576,ST108,16
84577,ST009,17
84578,ST109,18
84579,ST010,19
84580,ST110,20
84581,ST011,1
84582,ST111,2
84583,ST012,3
84584,ST112,4
84585,ST013,5
84586,ST113,6
84587,ST014,7
84588,ST114,8
84589,ST015,9
84590,ST115,10
84591,ST016,11
84592,ST116,12
84593,ST017,13
84594,ST117,14
84595,ST018,15
84596,ST118,16
84597,ST019,17
84598,ST119,18
84599,ST020,19
84600,ST120,20
84601,ST001,1
84602,ST101,2
84603,ST002,3
84604,ST102,4
84605,ST003,5
84606,ST103,6
84607,ST004,7
84608,ST104,8
84609,ST005,9
84610,ST105,10
84611,ST006,11
84612,ST106,12
84613,ST007,13
84614,ST107,14
84615,ST008,15
84616,ST108,16
84617,ST009,17
84618,ST109,18
84619,ST010,19
84620,ST110,20
84621,ST011,1
84622,ST111,2
84623,ST012,3
84624,ST112,4
84625,ST013,5
84626,ST113,6
